ProbeSet,LocusLink,Symbol,GeneID
11715435_s_at,LOC7078,TIMP3,TIMP3_11715435_s_at
11715436_at,LOC7078,TIMP3,TIMP3_11715436_at
11715437_at,LOC7078,TIMP3,TIMP3_11715437_at
11715438_at,LOC1611,DAP,DAP_11715438_at
11715439_at,LOC1611,DAP,DAP_11715439_at
11715440_a_at,LOC1490,CTGF,CTGF_11715440_a_at
11715441_a_at,LOC1490,CTGF,CTGF_11715441_a_at
11715442_s_at,LOC1490,CTGF,CTGF_11715442_s_at
11715443_a_at,LOC1360,CPB1,CPB1_11715443_a_at
11715444_at,LOC1360,CPB1,CPB1_11715444_at
11715445_a_at,LOC3337,DNAJB1,DNAJB1_11715445_a_at
11715446_a_at,LOC3337,DNAJB1,DNAJB1_11715446_a_at
11715447_at,LOC6888,TALDO1,TALDO1_11715447_at
11715448_at,LOC51614,ERGIC3,ERGIC3_11715448_at
11715449_x_at,LOC51614,ERGIC3,ERGIC3_11715449_x_at
11715450_at,LOC6134,RPL10,RPL10_11715450_at
11715451_a_at,LOC1284,COL4A2,COL4A2_11715451_a_at
11715452_s_at,LOC1284,COL4A2,COL4A2_11715452_s_at
11715453_a_at,LOC1284,COL4A2,COL4A2_11715453_a_at
11715454_at,LOC3814,KISS1,KISS1_11715454_at
11715455_x_at,LOC3814,KISS1,KISS1_11715455_x_at
11715456_a_at,LOC6746,SSR2,SSR2_11715456_a_at
11715457_x_at,LOC6746,SSR2,SSR2_11715457_x_at
11715458_a_at,LOC1351,COX8A,COX8A_11715458_a_at
11715459_x_at,LOC1351,COX8A,COX8A_11715459_x_at
11715460_a_at,LOC1718,DHCR24,DHCR24_11715460_a_at
11715461_at,LOC4069,LYZ,LYZ_11715461_at
11715462_x_at,LOC4069,LYZ,LYZ_11715462_x_at
11715463_s_at,LOC3487,IGFBP4,IGFBP4_11715463_s_at
11715464_x_at,LOC3487,IGFBP4,IGFBP4_11715464_x_at
11715465_at,LOC3487,IGFBP4,IGFBP4_11715465_at
11715466_at,LOC397,ARHGDIB,ARHGDIB_11715466_at
11715467_s_at,LOC397,ARHGDIB,ARHGDIB_11715467_s_at
11715468_at,LOC7284,TUFM,TUFM_11715468_at
11715469_s_at,LOC7295,TXN,TXN_11715469_s_at
11715470_x_at,LOC7295,TXN,TXN_11715470_x_at
11715471_a_at,LOC6734,SRPR,SRPR_11715471_a_at
11715472_a_at,LOC6734,SRPR,SRPR_11715472_a_at
11715473_at,LOC6734,SRPR,SRPR_11715473_at
11715474_at,LOC10521,DDX17,DDX17_11715474_at
11715475_a_at,LOC10521,DDX17,DDX17_11715475_a_at
11715476_s_at,LOC10521,DDX17,DDX17_11715476_s_at
11715477_at,LOC7037,TFRC,TFRC_11715477_at
11715478_a_at,LOC7037,TFRC,TFRC_11715478_a_at
11715479_a_at,LOC11337,GABARAP,GABARAP_11715479_a_at
11715480_x_at,LOC11337,GABARAP,GABARAP_11715480_x_at
11715481_a_at,LOC6750,SST,SST_11715481_a_at
11715482_a_at,LOC4170,MCL1,MCL1_11715482_a_at
11715483_s_at,LOC4170,MCL1,MCL1_11715483_s_at
11715484_a_at,LOC4170,MCL1,MCL1_11715484_a_at
11715485_a_at,LOC4170,MCL1,MCL1_11715485_a_at
11715486_x_at,LOC4170,MCL1,MCL1_11715486_x_at
11715487_a_at,LOC4170,MCL1,MCL1_11715487_a_at
11715488_s_at,LOC10857,PGRMC1,PGRMC1_11715488_s_at
11715489_a_at,LOC10857,PGRMC1,PGRMC1_11715489_a_at
11715490_s_at,,AMY1A || AMY1B || AMY1C || AMY2A || AMY2B,AMY1A || AMY1B || AMY1C || AMY2A || AMY2B_11715490_s_at
11715491_s_at,LOC6624,FSCN1,FSCN1_11715491_s_at
11715492_s_at,LOC10933,MORF4L1,MORF4L1_11715492_s_at
11715493_a_at,LOC3491,CYR61,CYR61_11715493_a_at
11715494_s_at,LOC3048,HBG2,HBG2_11715494_s_at
11715495_a_at,LOC6230,RPS25,RPS25_11715495_a_at
11715496_a_at,LOC1513,CTSK,CTSK_11715496_a_at
11715497_a_at,LOC5018,OXA1L,OXA1L_11715497_a_at
11715498_a_at,LOC5018,OXA1L,OXA1L_11715498_a_at
11715499_x_at,LOC11335,CBX3,CBX3_11715499_x_at
11715500_s_at,LOC23435,TARDBP,TARDBP_11715500_s_at
11715501_s_at,LOC3490,IGFBP7,IGFBP7_11715501_s_at
11715502_x_at,LOC6142,RPL18A,RPL18A_11715502_x_at
11715503_a_at,LOC3927,LASP1,LASP1_11715503_a_at
11715504_a_at,LOC3927,LASP1,LASP1_11715504_a_at
11715505_a_at,LOC3376,IARS,IARS_11715505_a_at
11715506_a_at,LOC9500,MAGED1,MAGED1_11715506_a_at
11715507_s_at,LOC9500,MAGED1,MAGED1_11715507_s_at
11715508_x_at,LOC4240,MFGE8,MFGE8_11715508_x_at
11715509_a_at,LOC80762,NDFIP1,NDFIP1_11715509_a_at
11715510_s_at,LOC80762,NDFIP1,NDFIP1_11715510_s_at
11715511_x_at,LOC80762,NDFIP1,NDFIP1_11715511_x_at
11715512_s_at,LOC80762,NDFIP1,NDFIP1_11715512_s_at
11715513_s_at,LOC80762,NDFIP1,NDFIP1_11715513_s_at
11715514_a_at,LOC9709,HERPUD1,HERPUD1_11715514_a_at
11715515_a_at,LOC5709,PSMD3,PSMD3_11715515_a_at
11715516_x_at,LOC5709,PSMD3,PSMD3_11715516_x_at
11715517_s_at,LOC51629,SLC25A39,SLC25A39_11715517_s_at
11715518_a_at,LOC9761,MLEC,MLEC_11715518_a_at
11715519_a_at,LOC9761,MLEC,MLEC_11715519_a_at
11715520_at,LOC9761,MLEC,MLEC_11715520_at
11715521_a_at,LOC9761,MLEC,MLEC_11715521_a_at
11715522_a_at,LOC3030,HADHA,HADHA_11715522_a_at
11715523_a_at,LOC3030,HADHA,HADHA_11715523_a_at
11715524_a_at,LOC23406,COTL1,COTL1_11715524_a_at
11715525_a_at,,ATP6V1G2-DDX39B || DDX39B,ATP6V1G2-DDX39B || DDX39B_11715525_a_at
11715526_s_at,,ATP6V1G2-DDX39B || DDX39B,ATP6V1G2-DDX39B || DDX39B_11715526_s_at
11715527_x_at,,ATP6V1G2-DDX39B || DDX39B,ATP6V1G2-DDX39B || DDX39B_11715527_x_at
11715528_a_at,,ATP6V1G2-DDX39B || DDX39B,ATP6V1G2-DDX39B || DDX39B_11715528_a_at
11715529_x_at,,ATP6V1G2-DDX39B || DDX39B,ATP6V1G2-DDX39B || DDX39B_11715529_x_at
11715530_a_at,LOC908,CCT6A,CCT6A_11715530_a_at
11715531_at,LOC10594,PRPF8,PRPF8_11715531_at
11715532_a_at,LOC3460,IFNGR2,IFNGR2_11715532_a_at
11715533_a_at,LOC4035,LRP1,LRP1_11715533_a_at
11715534_a_at,LOC4035,LRP1,LRP1_11715534_a_at
11715535_a_at,LOC2873,GPS1,GPS1_11715535_a_at
11715536_a_at,LOC3418,IDH2,IDH2_11715536_a_at
11715537_x_at,LOC3418,IDH2,IDH2_11715537_x_at
11715538_s_at,LOC6176,RPLP1,RPLP1_11715538_s_at
11715539_x_at,LOC6176,RPLP1,RPLP1_11715539_x_at
11715540_s_at,LOC6208,RPS14,RPS14_11715540_s_at
11715541_a_at,LOC7070,THY1,THY1_11715541_a_at
11715542_s_at,LOC7070,THY1,THY1_11715542_s_at
11715543_x_at,LOC6202,RPS8,RPS8_11715543_x_at
11715544_a_at,LOC10972,TMED10,TMED10_11715544_a_at
11715545_at,LOC10972,TMED10,TMED10_11715545_at
11715546_s_at,LOC10951,CBX1,CBX1_11715546_s_at
11715547_at,LOC79073,TMEM109,TMEM109_11715547_at
11715548_a_at,LOC1605,DAG1,DAG1_11715548_a_at
11715549_at,LOC1605,DAG1,DAG1_11715549_at
11715550_at,LOC1605,DAG1,DAG1_11715550_at
11715551_s_at,LOC2621,GAS6,GAS6_11715551_s_at
11715552_a_at,LOC10989,IMMT,IMMT_11715552_a_at
11715553_s_at,LOC10989,IMMT,IMMT_11715553_s_at
11715554_a_at,LOC1727,CYB5R3,CYB5R3_11715554_a_at
11715555_a_at,LOC1727,CYB5R3,CYB5R3_11715555_a_at
11715556_a_at,LOC5768,QSOX1,QSOX1_11715556_a_at
11715557_at,,FLJ23867* || QSOX1,FLJ23867* || QSOX1_11715557_at
11715558_a_at,LOC9528,TMEM59,TMEM59_11715558_a_at
11715559_x_at,LOC10971,YWHAQ,YWHAQ_11715559_x_at
11715560_s_at,,LOC101929842 || PGA5 || PGA3 || PGA4,LOC101929842 || PGA5 || PGA3 || PGA4_11715560_s_at
11715561_s_at,LOC6319,SCD,SCD_11715561_s_at
11715562_x_at,LOC6319,SCD,SCD_11715562_x_at
11715563_s_at,LOC6319,SCD,SCD_11715563_s_at
11715564_s_at,LOC8971,H1FX,H1FX_11715564_s_at
11715565_at,LOC5708,PSMD2,PSMD2_11715565_at
11715566_at,LOC22818,COPZ1,COPZ1_11715566_at
11715567_at,LOC22818,COPZ1,COPZ1_11715567_at
11715568_a_at,LOC928,CD9,CD9_11715568_a_at
11715569_at,LOC928,CD9,CD9_11715569_at
11715570_x_at,LOC928,CD9,CD9_11715570_x_at
11715571_a_at,LOC22883,CLSTN1,CLSTN1_11715571_a_at
11715572_a_at,LOC22883,CLSTN1,CLSTN1_11715572_a_at
11715573_s_at,LOC11014,KDELR2,KDELR2_11715573_s_at
11715574_a_at,LOC11014,KDELR2,KDELR2_11715574_a_at
11715575_x_at,LOC5496,PPM1G,PPM1G_11715575_x_at
11715576_at,LOC5879,RAC1,RAC1_11715576_at
11715577_x_at,LOC5879,RAC1,RAC1_11715577_x_at
11715578_s_at,LOC5879,RAC1,RAC1_11715578_s_at
11715579_a_at,LOC79001,VKORC1,VKORC1_11715579_a_at
11715580_a_at,LOC1155,TBCB,TBCB_11715580_a_at
11715581_a_at,LOC10992,SF3B2,SF3B2_11715581_a_at
11715582_s_at,LOC10992,SF3B2,SF3B2_11715582_s_at
11715583_s_at,LOC3113,HLA-DPA1,HLA-DPA1_11715583_s_at
11715584_a_at,LOC857,CAV1,CAV1_11715584_a_at
11715585_a_at,LOC5376,PMP22,PMP22_11715585_a_at
11715586_at,LOC22919,MAPRE1,MAPRE1_11715586_at
11715587_at,LOC22919,MAPRE1,MAPRE1_11715587_at
11715588_x_at,LOC10398,MYL9,MYL9_11715588_x_at
11715589_at,LOC1778,DYNC1H1,DYNC1H1_11715589_at
11715590_at,LOC1778,DYNC1H1,DYNC1H1_11715590_at
11715591_s_at,LOC1778,DYNC1H1,DYNC1H1_11715591_s_at
11715592_x_at,LOC1778,DYNC1H1,DYNC1H1_11715592_x_at
11715593_s_at,LOC7533,YWHAH,YWHAH_11715593_s_at
11715594_a_at,LOC55544,RBM38,RBM38_11715594_a_at
11715595_a_at,LOC5695,PSMB7,PSMB7_11715595_a_at
11715596_at,LOC5695,PSMB7,PSMB7_11715596_at
11715597_x_at,LOC5695,PSMB7,PSMB7_11715597_x_at
11715598_at,LOC10342,TFG,TFG_11715598_at
11715599_a_at,LOC51433,ANAPC5,ANAPC5_11715599_a_at
11715600_a_at,LOC6992,PPP1R11,PPP1R11_11715600_a_at
11715601_a_at,LOC6992,PPP1R11,PPP1R11_11715601_a_at
11715602_s_at,LOC6678,SPARC,SPARC_11715602_s_at
11715603_s_at,LOC6678,SPARC,SPARC_11715603_s_at
11715604_x_at,LOC6678,SPARC,SPARC_11715604_x_at
11715605_s_at,LOC83443,SF3B5,SF3B5_11715605_s_at
11715606_a_at,LOC8848,TSC22D1,TSC22D1_11715606_a_at
11715607_at,LOC5479,PPIB,PPIB_11715607_at
11715608_x_at,LOC5479,PPIB,PPIB_11715608_x_at
11715609_a_at,LOC51606,ATP6V1H,ATP6V1H_11715609_a_at
11715610_a_at,LOC10552,ARPC1A,ARPC1A_11715610_a_at
11715611_a_at,LOC5351,PLOD1,PLOD1_11715611_a_at
11715612_s_at,LOC51075,TMX2,TMX2_11715612_s_at
11715613_a_at,LOC7832,BTG2,BTG2_11715613_a_at
11715614_at,LOC7832,BTG2,BTG2_11715614_at
11715615_at,LOC7832,BTG2,BTG2_11715615_at
11715616_a_at,LOC4706,NDUFAB1,NDUFAB1_11715616_a_at
11715617_a_at,LOC55819,RNF130,RNF130_11715617_a_at
11715618_a_at,LOC51150,SDF4,SDF4_11715618_a_at
11715619_x_at,LOC51150,SDF4,SDF4_11715619_x_at
11715620_a_at,LOC1410,CRYAB,CRYAB_11715620_a_at
11715621_at,LOC51506,UFC1,UFC1_11715621_at
11715622_a_at,LOC55905,RNF114,RNF114_11715622_a_at
11715623_s_at,LOC55905,RNF114,RNF114_11715623_s_at
11715624_at,LOC6451,SH3BGRL,SH3BGRL_11715624_at
11715625_a_at,LOC6451,SH3BGRL,SH3BGRL_11715625_a_at
11715626_a_at,LOC6135,RPL11,RPL11_11715626_a_at
11715627_x_at,LOC217,ALDH2,ALDH2_11715627_x_at
11715628_a_at,LOC2244,FGB,FGB_11715628_a_at
11715629_a_at,LOC9741,LAPTM4A,LAPTM4A_11715629_a_at
11715630_s_at,LOC9741,LAPTM4A,LAPTM4A_11715630_s_at
11715631_x_at,LOC9741,LAPTM4A,LAPTM4A_11715631_x_at
11715632_at,LOC84232,MAF1,MAF1_11715632_at
11715633_x_at,LOC84232,MAF1,MAF1_11715633_x_at
11715634_s_at,LOC51522,TMEM14C,TMEM14C_11715634_s_at
11715635_x_at,LOC51522,TMEM14C,TMEM14C_11715635_x_at
11715636_a_at,LOC5054,SERPINE1,SERPINE1_11715636_a_at
11715637_a_at,LOC7360,UGP2,UGP2_11715637_a_at
11715638_s_at,LOC79888,LPCAT1,LPCAT1_11715638_s_at
11715639_a_at,LOC7267,TTC3,TTC3_11715639_a_at
11715640_a_at,LOC7267,TTC3,TTC3_11715640_a_at
11715641_a_at,LOC7267,TTC3,TTC3_11715641_a_at
11715642_s_at,LOC7267,TTC3,TTC3_11715642_s_at
11715643_a_at,LOC10159,ATP6AP2,ATP6AP2_11715643_a_at
11715644_s_at,LOC10159,ATP6AP2,ATP6AP2_11715644_s_at
11715645_s_at,LOC51493,RTCB,RTCB_11715645_s_at
11715646_a_at,LOC51094,ADIPOR1,ADIPOR1_11715646_a_at
11715647_a_at,LOC51094,ADIPOR1,ADIPOR1_11715647_a_at
11715648_x_at,LOC51094,ADIPOR1,ADIPOR1_11715648_x_at
11715649_s_at,LOC7296,TXNRD1,TXNRD1_11715649_s_at
11715650_a_at,LOC7296,TXNRD1,TXNRD1_11715650_a_at
11715651_s_at,LOC11167,FSTL1,FSTL1_11715651_s_at
11715652_a_at,LOC5118,PCOLCE,PCOLCE_11715652_a_at
11715653_a_at,LOC51507,RTFDC1,RTFDC1_11715653_a_at
11715654_x_at,LOC51507,RTFDC1,RTFDC1_11715654_x_at
11715655_s_at,LOC7416,VDAC1,VDAC1_11715655_s_at
11715656_at,LOC9377,COX5A,COX5A_11715656_at
11715657_a_at,,GLB1 || TMPPE,GLB1 || TMPPE_11715657_a_at
11715658_a_at,LOC27173,SLC39A1,SLC39A1_11715658_a_at
11715659_s_at,LOC54206,ERRFI1,ERRFI1_11715659_s_at
11715660_a_at,LOC6185,RPN2,RPN2_11715660_a_at
11715661_a_at,,TMEM189-UBE2V1 || UBE2V1,TMEM189-UBE2V1 || UBE2V1_11715661_a_at
11715662_x_at,,TMEM189-UBE2V1 || UBE2V1,TMEM189-UBE2V1 || UBE2V1_11715662_x_at
11715663_a_at,LOC56910,STARD7,STARD7_11715663_a_at
11715664_a_at,LOC56910,STARD7,STARD7_11715664_a_at
11715665_a_at,LOC5696,PSMB8,PSMB8_11715665_a_at
11715666_a_at,LOC7170,TPM3,TPM3_11715666_a_at
11715667_s_at,LOC7170,TPM3,TPM3_11715667_s_at
11715668_a_at,LOC5686,PSMA5,PSMA5_11715668_a_at
11715669_s_at,LOC1639,DCTN1,DCTN1_11715669_s_at
11715670_a_at,LOC8519,IFITM1,IFITM1_11715670_a_at
11715671_x_at,LOC8519,IFITM1,IFITM1_11715671_x_at
11715672_a_at,LOC51398,WDR83OS,WDR83OS_11715672_a_at
11715673_x_at,LOC3726,JUNB,JUNB_11715673_x_at
11715674_s_at,LOC900,CCNG1,CCNG1_11715674_s_at
11715675_a_at,LOC900,CCNG1,CCNG1_11715675_a_at
11715676_s_at,LOC23385,NCSTN,NCSTN_11715676_s_at
11715677_x_at,LOC23385,NCSTN,NCSTN_11715677_x_at
11715678_s_at,LOC4676,NAP1L4,NAP1L4_11715678_s_at
11715679_s_at,LOC5621,PRNP,PRNP_11715679_s_at
11715680_s_at,LOC113246,C12ORF57,C12ORF57_11715680_s_at
11715681_s_at,LOC8804,CREG1,CREG1_11715681_s_at
11715682_a_at,LOC8804,CREG1,CREG1_11715682_a_at
11715683_a_at,LOC3855,KRT7,KRT7_11715683_a_at
11715684_a_at,LOC5464,PPA1,PPA1_11715684_a_at
11715685_s_at,LOC10092,ARPC5,ARPC5_11715685_s_at
11715686_s_at,LOC10092,ARPC5,ARPC5_11715686_s_at
11715687_x_at,LOC10092,ARPC5,ARPC5_11715687_x_at
11715688_x_at,LOC440387,CTRB2,CTRB2_11715688_x_at
11715689_a_at,LOC8763,CD164,CD164_11715689_a_at
11715690_x_at,LOC8763,CD164,CD164_11715690_x_at
11715691_s_at,LOC7538,ZFP36,ZFP36_11715691_s_at
11715692_a_at,LOC1153,CIRBP,CIRBP_11715692_a_at
11715693_s_at,LOC1153,CIRBP,CIRBP_11715693_s_at
11715694_at,LOC1349,COX7B,COX7B_11715694_at
11715695_x_at,LOC1349,COX7B,COX7B_11715695_x_at
11715696_a_at,LOC9221,NOLC1,NOLC1_11715696_a_at
11715697_a_at,LOC9221,NOLC1,NOLC1_11715697_a_at
11715698_a_at,LOC9221,NOLC1,NOLC1_11715698_a_at
11715699_s_at,LOC9919,SEC16A,SEC16A_11715699_s_at
11715700_s_at,LOC11180,WDR6,WDR6_11715700_s_at
11715701_s_at,LOC5217,PFN2,PFN2_11715701_s_at
11715702_at,LOC3678,ITGA5,ITGA5_11715702_at
11715703_s_at,LOC3678,ITGA5,ITGA5_11715703_s_at
11715704_x_at,LOC3678,ITGA5,ITGA5_11715704_x_at
11715705_a_at,LOC10724,MGEA5,MGEA5_11715705_a_at
11715706_x_at,LOC10724,MGEA5,MGEA5_11715706_x_at
11715707_a_at,LOC10724,MGEA5,MGEA5_11715707_a_at
11715708_s_at,LOC4151,MB,MB_11715708_s_at
11715709_x_at,LOC4151,MB,MB_11715709_x_at
11715710_s_at,LOC1075,CTSC,CTSC_11715710_s_at
11715711_a_at,LOC8644,AKR1C3,AKR1C3_11715711_a_at
11715712_a_at,LOC4898,NRD1,NRD1_11715712_a_at
11715713_a_at,LOC81552,VOPP1,VOPP1_11715713_a_at
11715714_s_at,LOC81552,VOPP1,VOPP1_11715714_s_at
11715715_x_at,LOC81552,VOPP1,VOPP1_11715715_x_at
11715716_at,LOC4478,MSN,MSN_11715716_at
11715717_s_at,LOC4478,MSN,MSN_11715717_s_at
11715718_a_at,LOC10467,ZNHIT1,ZNHIT1_11715718_a_at
11715719_x_at,LOC11140,CDC37,CDC37_11715719_x_at
11715720_s_at,LOC25912,C1ORF43,C1ORF43_11715720_s_at
11715721_a_at,LOC51280,GOLM1,GOLM1_11715721_a_at
11715722_a_at,LOC51280,GOLM1,GOLM1_11715722_a_at
11715723_s_at,LOC9445,ITM2B,ITM2B_11715723_s_at
11715724_s_at,LOC9445,ITM2B,ITM2B_11715724_s_at
11715725_x_at,LOC9445,ITM2B,ITM2B_11715725_x_at
11715726_a_at,LOC4947,OAZ2,OAZ2_11715726_a_at
11715727_s_at,LOC4947,OAZ2,OAZ2_11715727_s_at
11715728_a_at,LOC3688,ITGB1,ITGB1_11715728_a_at
11715729_s_at,LOC1588,CYP19A1,CYP19A1_11715729_s_at
11715730_at,LOC1588,CYP19A1,CYP19A1_11715730_at
11715731_at,LOC1588,CYP19A1,CYP19A1_11715731_at
11715732_at,LOC5691,PSMB3,PSMB3_11715732_at
11715733_a_at,LOC8508,NIPSNAP1,NIPSNAP1_11715733_a_at
11715734_a_at,LOC8508,NIPSNAP1,NIPSNAP1_11715734_a_at
11715735_a_at,LOC114908,TMEM123,TMEM123_11715735_a_at
11715736_s_at,LOC22794,CASC3,CASC3_11715736_s_at
11715737_at,LOC22794,CASC3,CASC3_11715737_at
11715738_s_at,LOC8724,SNX3,SNX3_11715738_s_at
11715739_s_at,LOC8613,PPAP2B,PPAP2B_11715739_s_at
11715740_a_at,LOC55920,RCC2,RCC2_11715740_a_at
11715741_at,LOC55920,RCC2,RCC2_11715741_at
11715742_s_at,LOC55920,RCC2,RCC2_11715742_s_at
11715743_x_at,LOC55920,RCC2,RCC2_11715743_x_at
11715744_a_at,LOC522,ATP5J,ATP5J_11715744_a_at
11715745_a_at,LOC57179,KIAA1191,KIAA1191_11715745_a_at
11715746_a_at,,MINOS1-NBL1 || NBL1,MINOS1-NBL1 || NBL1_11715746_a_at
11715747_a_at,,MINOS1-NBL1 || NBL1,MINOS1-NBL1 || NBL1_11715747_a_at
11715748_at,LOC6749,SSRP1,SSRP1_11715748_at
11715749_s_at,LOC6749,SSRP1,SSRP1_11715749_s_at
11715750_at,LOC6749,SSRP1,SSRP1_11715750_at
11715751_a_at,LOC1809,DPYSL3,DPYSL3_11715751_a_at
11715752_at,LOC7102,TSPAN7,TSPAN7_11715752_at
11715753_a_at,LOC7102,TSPAN7,TSPAN7_11715753_a_at
11715754_at,LOC5617,PRL,PRL_11715754_at
11715755_a_at,LOC471,ATIC,ATIC_11715755_a_at
11715756_x_at,LOC59286,UBL5,UBL5_11715756_x_at
11715757_a_at,LOC5997,RGS2,RGS2_11715757_a_at
11715758_at,LOC7265,TTC1,TTC1_11715758_at
11715759_at,LOC6166,RPL36AL,RPL36AL_11715759_at
11715760_x_at,LOC6166,RPL36AL,RPL36AL_11715760_x_at
11715761_a_at,LOC57533,TBC1D14,TBC1D14_11715761_a_at
11715762_s_at,LOC8907,AP1M1,AP1M1_11715762_s_at
11715763_a_at,LOC5420,PODXL,PODXL_11715763_a_at
11715764_a_at,LOC5420,PODXL,PODXL_11715764_a_at
11715765_a_at,LOC1843,DUSP1,DUSP1_11715765_a_at
11715766_a_at,LOC1843,DUSP1,DUSP1_11715766_a_at
11715767_s_at,LOC10449,ACAA2,ACAA2_11715767_s_at
11715768_x_at,LOC22933,SIRT2,SIRT2_11715768_x_at
11715769_a_at,LOC6418,SET,SET_11715769_a_at
11715770_x_at,LOC6418,SET,SET_11715770_x_at
11715771_a_at,LOC28998,MRPL13,MRPL13_11715771_a_at
11715772_x_at,LOC28998,MRPL13,MRPL13_11715772_x_at
11715773_a_at,LOC55272,IMP3,IMP3_11715773_a_at
11715774_s_at,LOC55272,IMP3,IMP3_11715774_s_at
11715775_a_at,LOC26353,HSPB8,HSPB8_11715775_a_at
11715776_a_at,LOC26353,HSPB8,HSPB8_11715776_a_at
11715777_s_at,,MTPN || LUZP6,MTPN || LUZP6_11715777_s_at
11715778_a_at,,MTPN || LUZP6,MTPN || LUZP6_11715778_a_at
11715779_a_at,,RPL36A-HNRNPH2 || HNRNPH2,RPL36A-HNRNPH2 || HNRNPH2_11715779_a_at
11715780_x_at,,RPL36A-HNRNPH2 || HNRNPH2,RPL36A-HNRNPH2 || HNRNPH2_11715780_x_at
11715781_a_at,LOC1938,EEF2,EEF2_11715781_a_at
11715782_a_at,LOC1938,EEF2,EEF2_11715782_a_at
11715783_x_at,LOC1938,EEF2,EEF2_11715783_x_at
11715784_s_at,,PRH1* || PRR4,PRH1* || PRR4_11715784_s_at
11715785_at,LOC1415,CRYBB2,CRYBB2_11715785_at
11715786_at,LOC8985,PLOD3,PLOD3_11715786_at
11715787_x_at,LOC527,ATP6V0C,ATP6V0C_11715787_x_at
11715788_a_at,LOC30061,SLC40A1,SLC40A1_11715788_a_at
11715789_a_at,LOC30061,SLC40A1,SLC40A1_11715789_a_at
11715790_a_at,LOC51253,MRPL37,MRPL37_11715790_a_at
11715791_at,LOC7283,TUBG1,TUBG1_11715791_at
11715792_a_at,LOC2040,STOM,STOM_11715792_a_at
11715793_a_at,LOC72,ACTG2,ACTG2_11715793_a_at
11715794_x_at,LOC72,ACTG2,ACTG2_11715794_x_at
11715795_at,LOC7873,MANF,MANF_11715795_at
11715796_s_at,LOC4060,LUM,LUM_11715796_s_at
11715797_a_at,LOC56270,WDR45B,WDR45B_11715797_a_at
11715798_x_at,LOC56270,WDR45B,WDR45B_11715798_x_at
11715799_s_at,LOC84726,PRRC2B,PRRC2B_11715799_s_at
11715800_at,LOC84726,PRRC2B,PRRC2B_11715800_at
11715801_s_at,LOC84726,PRRC2B,PRRC2B_11715801_s_at
11715802_a_at,LOC84726,PRRC2B,PRRC2B_11715802_a_at
11715803_a_at,LOC309,ANXA6,ANXA6_11715803_a_at
11715804_s_at,LOC5515,PPP2CA,PPP2CA_11715804_s_at
11715805_a_at,LOC5515,PPP2CA,PPP2CA_11715805_a_at
11715806_a_at,LOC6415,SEPW1,SEPW1_11715806_a_at
11715807_a_at,LOC10809,STARD10,STARD10_11715807_a_at
11715808_a_at,LOC5834,PYGB,PYGB_11715808_a_at
11715809_a_at,LOC5834,PYGB,PYGB_11715809_a_at
11715810_a_at,LOC9320,TRIP12,TRIP12_11715810_a_at
11715811_s_at,LOC4302,MLLT6,MLLT6_11715811_s_at
11715812_s_at,LOC4302,MLLT6,MLLT6_11715812_s_at
11715813_at,LOC25994,HIGD1A,HIGD1A_11715813_at
11715814_a_at,LOC10131,TRAP1,TRAP1_11715814_a_at
11715815_a_at,LOC5702,PSMC3,PSMC3_11715815_a_at
11715816_at,LOC678,ZFP36L2,ZFP36L2_11715816_at
11715817_at,LOC678,ZFP36L2,ZFP36L2_11715817_at
11715818_at,LOC678,ZFP36L2,ZFP36L2_11715818_at
11715819_a_at,LOC4043,LRPAP1,LRPAP1_11715819_a_at
11715820_a_at,LOC8896,BUD31,BUD31_11715820_a_at
11715821_a_at,LOC6856,SYPL1,SYPL1_11715821_a_at
11715822_s_at,LOC6856,SYPL1,SYPL1_11715822_s_at
11715823_x_at,LOC6856,SYPL1,SYPL1_11715823_x_at
11715824_at,LOC55505,NOP10,NOP10_11715824_at
11715825_a_at,LOC3276,PRMT1,PRMT1_11715825_a_at
11715826_x_at,LOC10362,HMG20B,HMG20B_11715826_x_at
11715827_s_at,LOC4074,M6PR,M6PR_11715827_s_at
11715828_a_at,LOC4074,M6PR,M6PR_11715828_a_at
11715829_at,LOC5358,PLS3,PLS3_11715829_at
11715830_s_at,LOC5358,PLS3,PLS3_11715830_s_at
11715831_s_at,LOC6836,SURF4,SURF4_11715831_s_at
11715832_s_at,LOC6836,SURF4,SURF4_11715832_s_at
11715833_a_at,LOC8607,RUVBL1,RUVBL1_11715833_a_at
11715834_x_at,LOC8607,RUVBL1,RUVBL1_11715834_x_at
11715835_a_at,LOC5684,PSMA3,PSMA3_11715835_a_at
11715836_x_at,LOC5684,PSMA3,PSMA3_11715836_x_at
11715837_a_at,LOC3074,HEXB,HEXB_11715837_a_at
11715838_a_at,LOC4758,NEU1,NEU1_11715838_a_at
11715839_a_at,LOC6391,SDHC,SDHC_11715839_a_at
11715840_s_at,LOC6391,SDHC,SDHC_11715840_s_at
11715841_at,LOC5594,MAPK1,MAPK1_11715841_at
11715842_a_at,LOC5594,MAPK1,MAPK1_11715842_a_at
11715843_at,LOC5594,MAPK1,MAPK1_11715843_at
11715844_s_at,LOC5792,PTPRF,PTPRF_11715844_s_at
11715845_s_at,LOC5792,PTPRF,PTPRF_11715845_s_at
11715846_at,LOC2202,EFEMP1,EFEMP1_11715846_at
11715847_x_at,LOC5327,PLAT,PLAT_11715847_x_at
